,title,category
33,  정부  주택 공급  다른 정부보다 뒤지지 않는다  역대 물량 살펴보니,Politics
34, 속보  윤석열  선대위 해산  민심 파악 못한 부분 인정 ,Politics
35,  보  윤석열  오늘부로 선대위 해산 다른 모습으로 다시 시작 ,Politics
36,강훈식     김종인 선거에 이용하더니 배제 배은망덕한 행위 ,Politics
37,이재명 측  윤석열  김종인 이용하고 팽시켜 배은망덕 ,Politics
38,김경진  윤석열 김종인 결별 원인은 이준석 ,Politics
39, 윤석열 김종인  결별에 김경진  연기자 발언보다 더 큰 건 이준석 문제 ,Politics
40,통일비용   밑 빠진 독에 물 붓기 가 되지 않으려면    안정식 기자와 평양 함께 걷기 ,Politics
41, 분단비용 을 아시나요   안정식 기자와 평양 함께 걷기 ,Politics
42,동독 경찰이 어려워했던 업무는 북한 경찰은 어떨까   안정식 기자와 평양 함께 걷기 ,Politics
43,백두산 천지에는 무엇이 살고 있을까 천혜의 관광 명소  백두산   안정식 기자와 평양 함께 걷기 ,Politics
44,개막 D    로봇 메타버스부터 해양모빌리티까지  기술 경연장 CES      ,Economic
45, 스마트홈 자율주행 대세     여개   기업  미래 혁신 수놓다 CES      ,Economic
46,개막앞둔 CES에  기업 총출동 역대 최대규모로 신기술 뽐낸다,Economic
47, CES      에 한국 기업    개사 참가  IT 미래 선보인다,Economic
48,조선산업  년 만에 최대 수주 실적,Economic
49,작년 조선 수주     만CGT  년 만에 최대 실적,Economic
50,한국 조선  고부가   싹쓸이 로 수주량         이어  위,Economic
51,K 조선   년만에 최대 수주 실적 고부가 친환경선 세계  위,Economic
52, 정부서 서울  대광역시 아파트값 격차  억  억으로 벌어져,Economic
53, 정부서  배 뛴 서울 아파트값 광역시와    억    억 벌어졌다,Economic
54, 강남은   억 올랐다는데  추락하는 지방은  애가 탄다 ,Economic
55, 균형발전 무색   정부  서울 광역시 양극화 심화,Economic
56,에디슨  키스톤PE 없이도 자금 충분    인수 앞두고 갈라서나,Economic
57,쌍용차  신형 모델로 새해 열었지만   기사회생은  안갯속 ,Economic
58,한국조선해양  새해부터  조    억 수주 잭팟,Economic
59,한국조선해양  친환경선박   척    조에 수주,Economic
60,내일부터  내 손안의 금융비서  마이데이터 전면 시행,Economic
61,국민은행  KB마이데이터 서비스 본 오픈  경품 제공 혜택 ,Economic
62,프레시지  허닭 라인물류와 한가족  유니콘기업 도전 ,Economic
63,프레시지  허닭 라인물류시스템 전략적 M A  유니콘 기업 도약 ,Economic
64,기보  제  기  기보벤처캠프  참여기업 모집,Economic
65,기술보증기금  기보벤처캠프 참여기업 모집,Economic
66,TV 가전 모바일 잇는  팀삼성  삼성전자가 제안하는 미래상은,Economic
67,삼성전자   CES      서 미래 라이프스타일 제안   고객 경험 연결 ,Economic
68,지난해 재생에너지 보급량    GW  년째 목표 초과 달성,Economic
69,지난해 재생에너지 보급량    GW  년 연속 목표 초과 달성,Economic
70,치킨 이어 햄버거까지  도미노 인상  버거킹 가격 올린다,Economic
71,햄버거 가격 도미노 인상 버거킹 와퍼도     원     원,Economic
72,지놈앤컴퍼니 이틀 연속 상승세  마이크로바이옴  시선 집중 증시이슈 ,Economic
73, 정부  마이크로바이옴에  조    억원 투자 지놈앤컴퍼니 등 주목 ,Economic
74, 김대호의 경제읽기  금리 인상기에도 가계대출       변동금리 배경은,Economic
75, 김대호의 경제읽기  정부  신직업 지원 한국판 뉴딜     등 추진 ,Economic
76, 김대호의 경제읽기  소상공인 방역지원금  지급  업체 당    만 원 ,Economic
77, 김대호의 경제읽기  당정  카드 수수료     억 규모 경감 예상 효과는 ,Economic
78, 차 백신 접종했더니    일주일 만에 항체  배 늘어 ,Social
79, 차도 안 맞았는데  차 접종론 솔솔   n차 접종  설득할 수 있을까,Social
80,정부  면역저하자  차 접종 검토중 시행여부는 미정 ,Social
81,정부  면역저하자 대상  차접종 검토   전문가들과 논의 ,Social
82,정부  오미크론 대비  검사수단 다양화 동네의원 참여  논의 종합 ,Social
83,수도권 중환자 병상 가동률         추가 병상 확보로 하락,Social
84,단계적 일상회복 이후 병상 총      개 추가 확충 중환자 병상 가동률    대,Social
85,수도권 중증병상 가동률 엿새째    대  의료체계 안정화 단계 ,Social
86,서울시 초등학교 신입생  입학준비금   만원 받는다,Social
87,서울 모든 유치원에서도  친환경 무상급식 ,Social
88,조희연  입학준비금 스마트기기 지원 격차없는 공교육 ,Social
89, 새학기 가방값 벌었네  서울 초등생  월에 입학준비금   만원씩 준다,Social
90,부산 에코델타 스마트시티 SPC 다시 뽑는다 사업 여건 대폭 개선,Social
91,한국수자원공사  부산 에코델타 스마트시티 SPC 공모,Social
92, 에코델타시티 사업 과정   억 원 횡령 혐의   수자원공사 직원 구속 기소,Social
93, 부산 에코델타사업   억원 횡령  수자원공사 직원 재판행,Social
94,경기도 문화재 여주  영월루    여곳 낙서로 훼손 수사의뢰,Social
95,경기도 지정문화재 여주 영월루  스프레이로 훼손 경찰 수사,Social
96,대구평생학습진흥원 개원  주년  평생학습 온라인 플랫폼  개설 등   개 사업 추진,Social
97,안동시  코로나시대 글로벌 평생학습도시 청사진 발표,Social
98,전북도  올해     여명에  녹색 일자리  제공,Social
99,산림청  기후변화에 강한 산림자원 조성 박차,Social
100,유은혜  학원 방역패스 판결 관계없이 청소년 접종 계속 독려,Social
101,유은혜  학원 방역패스 판결 관계없이 청소년 접종 독려 ,Social
102,    이준석 성접대 의혹  반부패부 배당 조사 착수,Social
103,이준석  성접대 금품수수 의혹  중앙지검 반부패부 배당,Social
104, 직원 엽기 살인  스포츠센터 대표 범행 동기 조사 중,Social
105, 남자가 누나 때려  스포츠센터 대표 허위 신고에  진짜 폭행  놓친 경찰,Social
106,오병권 경기도 권한대행  선거철 정치적 중립 준수  공직기강 확립해야 ,Social
107,오병권 경기지사 권한대행  선거철 정치적 중립  공직기강 확립 ,Social
108,제주 산지 북부 대설주의보 산간 도로 일부 통제,Social
109, 제주  일  수  산지 눈  오후부터 해안지역 비 오늘의 날씨 ,Social
110,신규 환자      명    방역패스  국민 불편 최소화해 운영 ,Social
111,정부  방역패스  불편 최소화하도록 균형 있게 운용하겠다 ,Social
112, 단독  경찰  보이스피싱 악용  개인정보 유출  루트 차단 추진,Social
113,보이스피싱 타깃은 노인들     대 피해자  폭발적으로 늘어나,Social
114,서울시  지난해 불법개조 차량  천여 대 적발 연중 단속,Social
115,소음 유발 안전 위협하는 불법튜닝차  불시에 단속한다,Social
116,정기명 변호사  여수시장 출마 선언  여수만 르네상스 실현 ,Social
117,여수시장 출마 정기명  주철현 친하지만 시장 출마 논의 안해 ,Social
118, 애피소드   설탕 뜬 숟가락 닮았네   유리 겔러도 감탄한 새들의  군무 ,Social
119, 애피소드  반려견과 엘리베이터 탈 때 꼭 안고 타야 하는 이유,Social
120, 애피소드  친구 지킨 닭과 염소 동물들도  우정 을 알까 ,Social
121, 애피소드  윗부리 잃은  장애  앵무새는 어떻게 살아갈까 ,Social
122,문체부  어린이집 유치원  이야기 할머니   천 명 모집,Culture
123,이야기할머니 기록문화조사원 중장년     명 모집     억 투입,Culture
124,전통문화 가치 전파할 중장년     명 모집 문체부    억원 투입,Culture
125, 할머니  이야기들려주세요    이야기할머니  등 중장년      명 모집,Culture
126,백내장 인공수정체 삽입  망막 질환시 다초점 선택 주의,Culture
127,백내장과 난시  한 번에 해결 가능할까   김정완 원장의  아는 만큼  보인다   ,Culture
128,백내장 수술  무조건 다초점으로   이런  사람은 오히려 손해,Culture
129,단초점  다초점  백내장 수술 인공수정체 선택은 어떻게 해야 할까   지복준 원장의  오팔청춘 눈건강  ,Culture
130, 내일  소한   대구 경북 오늘보다 추워 연일 건조특보 날씨 ,Culture
131,  소한 추위  기승 서울 영남 등 건조 특보 날씨 ,Culture
132,서울옥션 K옥션에 뿔난 화랑들 자체 경매 연다,Culture
133,양대 옥션사 겨눈 화랑협회 자체 경매 연다,Culture
134,국립완주문화재연구소  일제 수탈 기록 담은 학술총서 발간,Culture
135,일제강점기 전북지역 농촌 수탈 조사보고서  종 발간,Culture
136,절기상 가장 추운 소한  전국 구름 많고  낮 최고 기온    도,Culture
137, 소한 인 오늘  일  전국 구름 많고 제주 남해안 비 소식 경북 동해안 눈,Culture
138,볼보 순수전기차  인포테인먼트에  퀄컴 스냅드래곤  도입,Culture
139,퀄컴   MS 볼보 르노 와 협업  AR글래스 와  자율주행  총력 CES  직접보다 ,Culture
140,라흐마니노프 협주곡 음악회  어바웃 라흐마니노프    일 개최,Culture
141,라흐마니노프 피아노 협주곡 공연 롯데콘서트홀   일 개최,Culture
142, 이 단 아  새해에는  좋은 이웃 이 되겠습니다,Culture
143, 이 단 아  무사히     년의 다리를 건넌 뒤에,Culture
144, 이 단 아  호랑이 그깟 거  하나도 안 무섭다,Culture
145, 이 단 아  뇌도 심장도 없는 해파리가 될 수 있다면,Culture
146,새해 밥상에 올리는 이달의 제철 음식 식탐 ,Culture
147, 칼바람에 피부 갈라지네  이 음식 먹어야 할 때  식탐 ,Culture
148, 금딸기   금귤  겨울 과일 손대기 무섭다  식탐 ,Culture
149,요즘 인기라는 이 빵   나쁜 지방  최고  식탐 ,Culture
150,인니   석탄 대란  우려에  정부  재고 호주산으로 대응 ,World
151,인니 석탄   전력난  또 올라  올림픽 앞두고 속타는  ,World
152, 인도네시아 조치에   중국     년 첫 거래부터  출렁  자막뉴스 ,World
153, 석탄 부국  인도네시아가 석탄 수출 금지 초강수 꺼낸 이유는 ,World
154,  편에 올라탄 머스크  신장에 테슬라 대리점,World
155, 비열한 테슬라  인권탄압 공범     신장 대리점 개설에  뭇매 ,World
156,G  경제전쟁 확전  기업들  난감하네 ,World
157,테슬라의  마이웨이  미중 갈등 진원지 신장위구르에 새 매장 개설,World
158,홍콩  언론 족쇄 더 강화 가짜뉴스 대책 마련 나서,World
159,홍콩 행정장관  시티즌뉴스 폐간은 그들의 결정  언론 탄압 없었다 ,World
160,홍콩 매체  번째 자진폐간  국보법 여파 직원안전 보장해야 ,World
161,언론 족쇄 강화하는 홍콩  정부 비판 가짜뉴스 단속 ,World
162, 목덜미 점보고 암 알아채     NHL 직원 살린 한국계 예비 의대생,World
163,목덜미 점 보고 암 알아챘다  NHL 매니저 생명 구한 한국계 예비의대생,World
164,제임스 웹  태양 가림막도 성공적으로 펼쳤다  우주로 간다 ,World
165,웹 망원경 지구에서   만 쯤  가장 위험한 차광막 전개  순조로워 ,World
166,GM   년 철벽 무너뜨리고 작년   자동차 판매  위한 회사,World
167,도요타    시장서 첫  위   GM 제쳤다,World
168,애플  장중 시총  조 달러 돌파   전세계 기업 중 최초,World
169,애플  시총  조 달러  세계 최초    뉴욕증시 새해 첫 거래일  훈풍 ,World
170, 혼수상태  코로나 환자  비아그라 투약 후 깨어났다,World
171, 코로나로 혼수상태였던  여성  비아그라 투여하자 살아났다 ,World
172,  명 중  명  바이든 당선 불법      사태는  현재진행형     의사당 폭동  년 ,World
173,트럼프   일 예정된  의회 폭동   주년 기자회견 취소,World
174,     월 퇴직자수    만명 사상 최고치 갈아치워,World
175,    월 퇴직자    만 명으로 역대 최다   구인난 지속,World
176,해리스 전  대사  이미 종전선언 있다  이름은 정전협정이고 잘 작동 ,World
177,해리스 전 주한미국대사  문재인 대통령 종전선언 추진 공개 비판,World
178, Newsmaker  Prosecutors close case on late Seoul Mayor Park s alleged sexual harassment,World
179, Newsmaker  Daily COVID    cases remain below       for second day,World
180, Newsmaker  May      be year of healing  really,World
181, Newsmaker  Mother of infant found inside roadside donation box faces infanticide charges,World
182,안랩  OT 보안 사업 본격 진출 블록체인 신사업 추진,IT
183, 강석균 안랩 대표  비즈니스 자산 모듈화로 성장  신년사 ,IT
184,안랩  인사 조직개편 단행 통합 위협대응 센터 신설,IT
185,안랩  올해  OT보안  진출 본격화 클라우드 사업도 확대,IT
186, G 주파수 더 준다는데 통신 사 엇갈린  셈법  소비자 권리는 ,IT
187, G 주파수 추가할당 통신 사 기싸움  SKT KT  공정성 훼손  vs LGU   품질 향상 ,IT
188, 불공정 아니냐   G 주파수 추가할당 이통사 기싸움,IT
189, G 주파수     경매 LGU   편익  vs SKT KT  불공정   IT돋보기 ,IT
190, 카메라 화면에 집중  삼성  갤S   FE  특징은 ,IT
191,  날씬한데 오래가네   대박 기운 느껴지는 삼성 갤럭시S   FE CES      ,IT
192, 인텔  노트북 및 데스크톱   세대 코어 라인업 모두 공개 CES     ,IT
193, 노트북도 데스크톱처럼  인텔    세대 코어 신제품 발표,IT
194,가위바위보 이기면   옷 벗는 청소년 게임  선정성  논란에 구글서 숨김 처리,IT
195,가위바위보 이기면   옷벗기  청소년 게임  와이푸  선정성 논란,IT
196, AMD  노트북용 라이젠      시리즈 칩 공개 CES      ,IT
197, AMD  신형 노트북 CPU GPU 공개    올 하반기  젠  CPU 도 공개 CES     ,IT
198,CJ ENM  매주 금요일 자율적 외부활동  B I   시행 주   일 근무,IT
199,CJ ENM 엔터부문  매주 금요일에는 오전 퇴근,IT
200,SKT  CES     에서 넷 제로 달성 위한 그린 ICT 기술 선보여,IT
201, SKT   넷제로  위한  그린 ICT기술  글로벌 공개 CES      ,IT
202, 김익현의 미디어 읽기   여자 잡스 의 몰락과 미국 언론의 두 가지 얼굴,IT
203, 김익현의 미디어 읽기  윤석열의  구글 정부론 은 정말 위험하다,IT
204,블록체인 NFT는 정말  웹     시대  열까,IT
205,페북의 메타버스 선언   플랫폼 전쟁  선전포고다,IT
206,사실상  갑  구글 애플  인앱결제 방지법 사전규제 강화해야   IT돋보기 ,IT
207,게임업계가 코로나   수혜   양극화  불렀다  IT돋보기 ,IT
208, G 주파수     경매 LGU   편익  vs SKT KT  불공정   IT돋보기 ,IT
209, 차례 합법 확인  로톡   허위사실 주장한 변협과 끝까지 간다   IT돋보기 ,IT
