title,category
 굿모닝월드  인도 강에 뜬 구름의 정체,World
대선 열기 달아오르는 브라질 좌파 룰라 강세 속  파전 예상,World
물가 폭등 우려에   국채  투매    년물 입찰 부진,World
 바이든 시진핑 첫 화상 회담    일 저녁으로 예정 ,World
  소비자물가 추가 상승 우려      월에      될수도 ,World
테슬라 자리 노리는 리비안  데뷔 첫날 포드 GM 넘어섰다,World
시진핑  마오쩌둥 덩샤오핑 반열에        년만에 역사결의 채택한다,World
바이든 시진핑 첫 회담  잠정적으로   일 저녁,World
중국   중 전회  오늘 역사결의 발표 시진핑  대 지도자로,World
바이든    일 인프라예산법안 서명 법안 홍보 전국 투어 시작,World
 오징어 게임    왕좌의 게임  제쳤다 유튜브    억 뷰 돌파,World
중국발 요소수 대란 속 시진핑  자원의 질서있는 흐름 촉진 ,World
    월 소비자물가 전년비           년 이후 최고  글로벌 이슈 ,World
  월   일 미국증시 특징주,World
   분쟁지역 백신 제공 중재    백신 외교 박차,World
현대자동차  엔진 결함  내부고발자  미국서     억 원대  포상금,World
 나라가 없어지고 있다  바닷물에 발 담그고 눈물의 호소,World
 파월이 팬데믹 대응 공로  대학  학년도 알았을 것 ,World
 오징어 게임    왕좌의 게임  제쳤다 유튜브    억뷰 돌파,World
모든 코로나 변이에 맞설 수 있는 항체 발견,World
미국  물가   년 만에 최대 상승  전략 비축유 풀어라 ,World
기시다  총리   개헌  시동  극우  아베도 복귀,World
독일 코로나   신규 확진 역대 최다  만명 육박,World
미국 힌두사원 건설위한 인신매매 조직   개 주로 확대,World
정상회담 앞둔 미 중  기후위기 협력  깜짝  공동선언 아침  지금,World
미 IT업계  반도체 자료 요구 우려  다른 나라 따라할 수도 ,World
중국 역사상 세 번째  역사결의  채택 시진핑  연임 명분쌓기 관측,World
뉴욕증시  물가상승 공포에 주요지수 일제히 하락,World
미 국무부   우크라이나 접경 러시아 군 활동 주시중 ,World
미국 소비자물가 상승률   년 만에 최고 바이든  상승세 뒤집기 최우선 사안 ,World
벨라루스  난민위기에 유럽 러 충돌 EU  추가 제재  VS 러  폭격기 급파,World
     년만에 공산당  역사결의   시진핑 초장기집권 수순 ,World
시진핑  아태 냉전회귀 불가 지정학적 소그룹 미래없어  종합 ,World
 뉴욕마감 소비자물가   년 만에 최고치 나스닥       하락,World
 인더머니  물가 급등에 미 증시 하락 유가도 약세,World
인플레 들불처럼 번진다    연준 통화정책 강화 증시도 타격   김영필의  분 월스트리트 ,World
 오징어 게임  단  주만에  왕좌의 게임    년 위업 제쳤다,World
  NEWS   고무줄 통관  조였다 풀었다 하는 중국,World
 원유마감 WTI    급락 달러 상승   비축유 방출 위험,World
 위드 코로나  프랑스  제 차 유행 시작  한 주간 발병률     증가,World
 이슈톡  미국서 수정란 바뀌어 남의 아이 출산,World
코로나   재확산하는 유럽 부스터샷 등 백신에 사활,World
 테슬라 대항마 로 평가받는  리비안  상장 시장가치  천억 달러 예상,World
 코로나   국제뉴스  독일  신규 확진 최다치  만 명 육박    만 명 추가 사망 우려 ,World
 바이든 시진핑 첫 화상 회담  잠정적으로   일 저녁으로 잡혀  종합 ,World
전세계 인플레 비상 물가지수 미국   년래 중국   년래 최고,World
중국 역사상 세 번째  역사결의  채택 시진핑  연임 명분쌓기 관측,World
 왕좌의 게임    년 걸린 유튜브    억뷰   오징어게임 이 제쳤다,World
 제 의 크림반도 합병은 실수  미 국무  러에  면밀 주시  경고,World
미중  기후 위기 협력한다   깜짝  공동선언 발표,World
 뉴욕마감 나스닥      급락 소비자 인플레   년래 최고,World
테슬라 라이벌 리비안 상장 첫날 주가     폭등 상보 ,World
 오징어 게임   유튜브 조회 수  왕좌의 게임  제쳤다,World
폴란드 벨라루스 국경 난민 분쟁  EU 제재에 복수하려는 것 ,World
바이든 시진핑   일 화상 정상회담 확정 양국 관계 재설정 될까,World
  물가   년 만에 최대 상승  전략 비축유 풀어달라 ,World
  소비자물가         년만에 최고치   바이든  물가잡는게 최우선 ,World
테슬라 이틀간 급락세 끊고       급반등 성공 상보 ,World
미 소비자물가   년만 최대폭        예측 어렵다 ,World
뉴욕증시 이틀 연속 내림세  다우        하락,World
인플레 쇼크에   증시 흔들   나스닥         데일리 국제금융시장 ,World
지난달   소비자물가지수         년   월 이후 최고,World
 아동복 택배에 코로나 있다  광군제 앞두고 발칵 뒤집어진  ,World
데뷔전  리비안   포드 GM 넘었다 테슬라는  흔들 ,World
정상회담 앞둔 미중  기후변화 합의  깜짝훈풍  기싸움은 계속,World
 증시  높은 인플레로 채권금리 폭등 속 큰 폭 하락,World
 코로나   국제뉴스  프랑스    세 이상 추가접종해야 백신 패스 연장 ,World
세계 정상들 걸음마다 탄소폭탄  빛바랜 지구촌 기후논의  연중기획   지구의 미래 ,World
미국 소비자물가   년 만에 최대 휘발윳값 최고치,World
ING  Fed  채권매입 내년  분기 종료 하반기  회 이상 금리 올릴 것 ,World
전기차업체 리비안  기업공개하자마자 시가총액 포드 GM 추월,World
마크롱 예방한 미 부통령  프랑스 미국 협력 절대적으로 중요 ,World
  부사령관    정권 유지 현금 확보하려 사이버공격 ,World
 벨라루스 정부 운영 여행사가 난민 상대 EU행 망명패키지 판매 ,World
 오징어 게임    왕좌의 게임  제쳤다 유튜브    억뷰 돌파,World
아리바이오   학회서  먹는 치매약  임상 상 발표     상 준비 ,World
 송현서의 각양각세     시진핑 장기 집권이 가져올 부작용,World
    만명에    만원씩  일본도 재난지원금 논란,World
EU 러로 번지는 폴란드 벨라루스 난민 갈등,World
재선 노린 마크롱  탄소중립 위해 새 원자로 건설 ,World
 에 날 세우고  에 이해 구한  상무장관,World
공급망 쥐고 경제 흔드는 미중  바이든 시진핑 내주 첫 회담,World
 뜨겁다 고 종업원에게 수프 뿌린  민폐녀,World
이스라엘도 조만간     세 아동 백신 접종 자문위 권고,World
유럽 국가들  감염 확산에  위드 코로나  접고  방역 고삐  속속,World
중  요소  만  천   톤 수출 재개 급한 불 껐다,World
비트코인 인플레이션 우려에 사상최고치 경신했다 하락 상보 ,World
   냉전 종식으로 해체했던  독일  미사일 사령부  부활,World
   대북제재 명분으로 서방  국과 군사동맹 강화,World
 기시다와 불화설  아베  파벌 정치 전면에 나선다,World
머스크 트윗에 테슬라 시총  장중  조달러 하회했다 반등,World
 미국 물가   까지 치솟을 수 있다 는 경고,World
혁신 않더니  에디슨이 세운 GE   개사로 공중분해,World
 테슬라 대항마  리비안 상장   시장가치  천억 달러 예상,World
  언론의 거드름  한국  우리 덕분에 요소수 위기 넘겨 ,World
다시 원전으로 눈돌린 마크롱  오락가락    구시대적  비판도,World
갱단이 숨통 조이고 있는 아이티 연료난에 식수난까지,World
 테슬라 대항마  리비안 상장 시장가치  천억 달러 예상,World
 고무줄 통관  조였다 풀었다 하는 중국,World
뒤바뀐 수정란  인공수정서 남의 아이 낳아,World
시진핑     대 지도자 반열에   소설      년 처럼 역사 왜곡 ,World
한미 산업대화  반도체 분과  신설  내달  일 첫 회의,World
바이든 시진핑 내주 첫 화상회담   역사 전환점  vs  싸우면 모두 다쳐 ,World
거센 물가상승에 백악관  비상    소비자물가 최대폭 상승,World
미 중  기후변화 조치에 관한 공동선언문 발표,World
 국방부  전작권 전환 논란에  아직 결정 안 돼 ,World
미국서 수정란 바뀌어 남의 아이 출산 병원 상대 소송,World
지지율 고전 중인 바이든  물가상승 추세 뒤집는 게 최우선 ,World
푸틴 메르켈  벨라루스 폴란드 국경 지역 난민 사태 논의 종합 ,World
 지지율 고전  바이든  물가상승 추세 뒤집는 게 최우선 ,World
차기 대통령 선거 유세 방불케 한 마크롱 대통령 담화,World
  압박받는 타이완  사이버 공격에 몸살  하루    만 건 ,World
  마크롱  탄소중립 위해 원전 필요 ,World
시리아서 무인기 공격으로 친이란 민병대  명 사망,World
 기시다  김정은과 조건 없이 만나겠다  또 주장,World
뉴욕증시  미 소비자물가 급등에 하락 출발,World
베트남 유조선 억류 둘러싼 이란과 미국의 엇갈린 주장,World
투발루 장관의 수중 연설  물에 잠겨도 국가 인정받나요 ,World
염색했다 남편도 못 알아볼 만큼 부어오른  여성 완치까지 한달,World
시진핑  오늘 마오쩌둥 덩샤오핑과 어깨 나란히,World
 꿍미니와 취업뽀개기  코로나  먹어서 치료한다  ,World
방글라데시  코로나 먹는 복제약  만원대에 판다,World
마크롱  외국에 에너지 의존 안하려면 새 원전 필요 ,World
아이언맨  캡틴아메리카 제쳤다       년 가장 섹시한 이 남자,World
 자막뉴스  모더나의 충격적인 배신  미국 정부가 펄쩍 뛰는 이유,World
우리 강아지가 닭 사냥을  마을 공포로 몰아넣은 반려견 정체,World
미국서 수정란 바뀌어 남의 아이 출산 병원 상대 소송,World
  월 미국 소비자물가 상승률            년 이후 최고 ,World
GM 포드 등  개       년 내연차 생산 중단    현대차는 불참,World
기시다    납치 문제  가장 중요 과제  또 언급,World
자신감 얻은   기시다 총리   외교 경제 자기 색깔 낸다,World
대선 앞둔  에 드골 바람    후보들 앞다퉈 후계자 자처하는 까닭,World
혼외정사 나눈 이란 남녀  간통죄로 사형 선고 논란,World
마피아와 수십년 전쟁 벌인 검사    재판서 조직원   명 중   명 유죄,World
스프 환불 실랑이에 격분 점원 얼굴에 스프 부어버린   여성  영상 ,World
 백신 거부하고서 코로나   걸리면  치료비 본인이 내라 ,World
  기시다 총리  임금 인상 전력  새 분배구조 만들겠다  종합 ,World
  코로나   신규감염    명 이틀째    명대   누적    만    명,World
이란 억류 베트남 유조선 풀려나  도난 원유 회수 후 석방  종합 ,World
 심장 건강에 가장 좋은 취침시간은 밤   시   시 ,World
 레오  너 이리 와봐  베이조스  여친 시선 뺏은 디캐프리오에 경고,World
물가 상승 멈추지 않는 중국 스태그플레이션 우려,World
미 국립보건원 빼고 단독 특허 출원 모더나  미국 정부와 백신 특허 분쟁,World
바이든 시진핑  내주 화상으로 첫 회담,World
기시다    납치 문제  가장 중요 과제  또 언급,World
  월 미 소비자물가지수      올라     년 이후 최고,World
모더나  백신 특허  단독 출원  논란      정부 배신 ,World
화이자    모든 성인 대상 부스터샷 승인 요청  효과  년 지속 ,World
    달러  잡스의 첫 애플 컴퓨터  한화로  억      만원 낙찰,World
 앱스토어 밖 결제 풀어라    법원  애플 집행정지 신청 기각,World
중 압박받는 대만  사이버 공격에 몸살  하루    만건 ,World
 예전엔 땅이었는데  수중 연설로 기후 재앙 호소,World
    월 신차 판매      감소    반도체 부족 장기화 ,World
동유럽 국경에 중동 난민 수천 명 서로  떠넘기기 ,World
담 넘고 수풀 헤치고    극단 격리 에 수십 명 탈출,World
독일 신규확진자  만명 육박    사흘째 사상 최다 경신 ,World
화이자  추가접종 효과는  년 매년 접종해야 ,World
섬나라 투발루 장관 수중연설  우리는 가라앉고 있다 ,World
지금도 힘든데  지구 온도  도 오르면   억명 폭염 고통 ,World
하늘에서 돈이 떨어지자  아수라장된 도로 영상 ,World
  의원들  군용기 타고  깜짝  대만행    경계령 ,World
  CSIS    신형 항공모함  이르면 내년  월 완성될 듯 ,World
  요소수 품귀 사태에    자업자득 우리와 무슨 관계  ,World
독일  하루  만명 확진 쏟아져    만명 사망  경고,World
 서 수정란 바뀌어 남의 아이 출산 병원 상대 소송,World
 전기차   탈탄소  공식  반은 맞고 반은 틀리다,World
프랑스  부스터샷 접종해야만 백신패스 연장,World
한미   반도체 자료 제출은  회성 사안  확인,World
 올댓차이나    월   신차 판매    만대          반도체 부족 장기화 ,World
인도가 개최한  아프간 문제  회담에 앙숙 파키스탄 불참,World
이탈리아  백신패스 반대 도심 시위 금지 연좌 형태만 허용,World
 에 쫓기는 NASA  예산 부족에 달 유인 탐사     년으로 연기 ,World
  매체    요소수 사태  자업자득   언론  반도체 수출규제 당시와 판박이 ,World
마크롱  원자로 건설 재개 선언    에너지 외세 의존 안해 ,World
에티오피아 내전 종식 한 가닥 희망    작은 기회의 창 열려 ,World
꽁꽁 숨긴 마리 앙투아네트  다이아 팔찌     억에 낙찰,World
 국제우주정거장  중국 우주 쓰레기 피해   일 밤   시쯤  회피 기동  예정 ,World
코로나 재확산에 부스터샷 확대 화이자  모든 성인 승인 요청,World
폴란드 총리  밀려드는 난민 배후에는 푸틴 있다 ,World
COP  에 등장한 오징어게임  삼성전자 재생에너지     로 ,World
 기시다와 불화설  아베  파벌 정치 전면에 ,World
화이자  부스터샷 대상  모든 성인  신청,World
중국  중 전회 중 연일  시진핑 찬가 ,World
국제우주정거장의  회피 기동 은 이 나라 우주쓰레기 때문,World
 전쟁이 아니라 학살     후퇴한 연대장에 쏟아진 비난  일본 람 ,World
마크롱  탄소중립 위해 새 원자로 건설 재개 ,World
    세 번째 항모     년  월 완공       러  군비경쟁 가속,World
한미   반도체 자료 제출은  회성 사안  확인,World
모더나   국립보건원   코로나   백신 특허 분쟁 불붙는다,World
중국  미 의원들 대만방문에  결연히 반대  관영매체  음흉  종합 ,World
 부동산업체 화양녠  주식거래 재개후     폭락 제 의 헝다되나,World
  아베  최대파벌 회장    막강한  어둠의 쇼군  등장  기시다 총리의 비책은 ,World
TSMC 소니  반도체 동맹      파운드리 공장 합작,World
쿠르드족  굴곡진 그들의 발자취,World
외교수장만 바뀐 기시다 내각 출범 아베  다시 전면에,World
헝다 채무 위기  쉬자인 회장 개인자산으로 상환 가능성도,World
대만 TSMC    소니  반도체 동맹 ,World
바이든 시진핑  다음주 첫 화상회담  꼬인 관계 풀릴까,World
공병대 투입하고    억 달러 보조금   바이든  공급대란  긴급 처방 ,World
  생산자물가 또  역대최고    스태그플레이션 덮치나,World
 외부결제 열어라  미 법원  애플 집행정지 신청 기각,World
   일부터 입국 완화했지만   종 넘는 서류 등  수속의 벽  심각,World
 러시아인 유럽  백신 여행  수십 배 증가 서방 백신맞으려 ,World
내일 중국공산당  차 역사결의    차 무엇을 담았나,World
현대차 결함 내부고발자  미국 정부서     억 원 포상금  받는다,World
 얌체 모더나 에 뿔난  정부   조 무상지원 했는데  특허권 독차지 한다고 ,World
 워킹맘  뉴질랜드 총리 업무 방해한 귀여운 훼방꾼,World
 아베파  수장으로 컴백하는 아베    기시다 인사에 노발대발 ,World
   냉전시대  독일 미사일사령부    년 만에 재가동,World
홍콩 입법회 선거  보이콧 선언했던 야당계 인사들 무소속 출마 이어져,World
 인도보다 싸다  중국 주식에 외국인 자금      조원 몰려   주가 반등 기대,World
  소비자물가   년만에 최대폭 상승   생산자물가도 급등,World
    생산자물가  천정부지  글로벌 인플레 공포 커진다,World
전기차로만 바꾼다고 탈탄소 가능할까  COP   ,World
 영상   멍멍 짖었는데 개 아니었어   닭장서 드러낸  야생 본색 ,World
  코로나 지원금   세 이하  명당    만원 준다  상위     제외,World
 연구  밤   시   시 취침  심장질환 위험 낮춘다 ,World
대국민연설 생중계 중  엄마  총리의 세 살 딸 천진난만 방송사고,World
 나스닥 데뷔  리비안  기업가치   조원   포드 GM 수준 인정받아,World
 최강의 인간병기  미 육군 저격수 학교에  졸업생 나왔다   주간 혹독한 군사훈련,World
 영상  테슬라 잡는 리비안  전기 픽업트럭 이어 나스닥 등판,World
한숨 돌린 요소수 중국서  만  천   톤 반입,World
이틀 간    m 깊이 동굴에 갇힌 탐험가 구하러       명 출동,World
시진핑  중미 관계는 역사의 고비 싸우면 모두 다친다 ,World
낳고 보니 다른 인종  수정란 바뀌어 남의 아이 출산한 여성,World
대만 코로나 신규환자  명  돌파감염   명   다시 사망 제로,World
 워킹맘  뉴질랜드 총리 업무 방해한 귀여운 훼방꾼,World
 아베파  수장으로 컴백하는 아베    기시다 인사에 노발대발 ,World
     세 이하    만원 재난지원금 지급 상위     제외,World
으름장 놓던    삼성 SK 반도체 자료 제출에  일회성 조치  돌변,World
헝다  자회사 지분 매각으로 디폴트 위기 넘기나 ,World
 친중친한파  새 일본 외무상 주목  한일관계 개선 청신호 ,World
기후위기 대응한다며 원전에 힘실은 영 프  EU의 선택은  COP   ,World
수정란 바뀌어 남의 아이 출산  날벼락   낳고 키웠는데 ,World
 신규 확진 사망  유럽 만 독주 특히 러시아  WHO,World
머스크 입방정에  세금제도 도마  세계 최고 갑부 소득세 안내 ,World
 뜨거운 스프 왜 환불 안해줘  점원 얼굴에 그대로 들이부은 손님,World
살얼음 대치 미중  바이든 시진핑 회담으로 돌파구 찾을까,World
 나도 여성착취 공모자  팔로워     만명 섹시스타의 반성문,World
또 돌아온 아베  기시다  차 내각  고춧가루 뿌릴까,World
 Pick    언론  한국이 사정사정   우릴 인정 안 하면 무너질 것 ,World
 이틀만에   조원   일론 머스크  입방정 에  천슬라  턱걸이,World
화이자  서     세 코로나   백신 승인 신청,World
수정란 뒤바뀐 부부들 아이 되찾고 대가족처럼  병원은 용서못해 ,World
 스프가 너무 뜨거워  환불 요구 거절하자 점원 얼굴에 던진   여성 영상 ,World
중국 석탄값 안정이 배경   미중 대립 속 한국 고려,World
 월드피플   전기 수도 없는 오두막서   년 간 홀로 산 진짜 자연인,World
탈레반 탈출 군 조종사 등 아프간인    명  타지크서 제 국행,World
머스크vs베이조스 갈등에 나사  유인 달 탐사선  발사  년 연기,World
 단두대 칼날 피한    개 다이아  앙투아네트 팔찌   억 낙찰,World
프랑스 영국   에너지 위기  계기로 원전에 다시 투자,World
일본 새 외교사령탑에 하야시 요시마사    기시다  아베 도발 ,World
 위드 코로나  접고 방역 고삐 조이는 유럽국가들,World
스티브 잡스 첫 제품  애플  컴퓨터   억    만원에 낙찰,World
애플 CEO 팀쿡  나도 암호화폐 보유   회사차원 투자 아니야 ,World
미 육군 저격수 학교에 첫 여자 졸업생 나왔다,World
팀 쿡도 암호화폐 투자자    개인적으로 보유 ,World
스티브 잡스 첫 작품     억에 팔렸다     년 만든  애플  ,World
팀쿡  나도 암호화폐 보유 회사차원 투자는 안할 것 ,World
방글라데시   알약 코로나 치료제  복제약  만원대 판매 시작,World
 G  생산자물가  급등 미국 중국 모두 역대 최고,World
화이자 백신 임상 부실 내부 폭로에 당국  정보 제한적 ,World
TV인줄 알았는데 컴퓨터였네 잡스 첫 작품  억    만원에 팔렸다,World
     의원들 대만 방문에  발끈    대만해협서 무력시위,World
팀쿡  코인 샀나 안샀나  공부는 했다  하지만 애플은 안산다 ,World
IT기업도  게임사도  나이키도  새 금맥  메타버스에 사활 건 기업들,World
 법원   의회폭동  백악관 문서 공개해야  트럼프 요청 기각,World
    냉전시대  독일주둔 미사일 사령부   년 만에 재가동,World
 영상  투발루 장관의 바닷물 속  절박  연설  우리는 가라앉고 있다 ,World
대만  년간 미국과    여차례 군사교류 국방보고서에 처음 공개,World
혁신 안하더니 미국제조업 상징 GE  거듭된 몰락에  개사로 분해,World
  제로 코로나  실현 가능성  제로    안에서도 쓴소리,World
 의회 대표단 대만 방문에   전투기 띄웠다,World
 뉴스외전 뉴스 스토리  뉴욕 명물  노란 택시  살리기 총력전,World
헝다자동차     억 원 주식 매각 계획  대금 개발 생산에 이용 ,World
머스크  주식 팔까   떠보기에 테슬라 주가 이틀간     폭락,World
 공급망 대란 최대 난제  트럭 운전사  부족  오래된 문제 ,World
미 의원단  군 수송기로 대만 방문 중  내정간섭  강력 반발,World
스티브 잡스가 직접 만든 애플 첫 컴퓨터   억원 대 낙찰,World
 주만에  미사일   발  발  정정한    능력 향상 노력하겠다 ,World
시진핑은 왜 바이든과   정상회담에 응했나,World
두테르테 딸 사라  다바오 시장 선거 불출마  대권 도전할까,World
    월 PPI 사상 최고치에 증시도 타격 CSI          ,World
병원서 뒤바뀐 수정란 남의 아이 낳아 키운 두 부부  글로벌  ,World
 독도 일본 땅 교육  하야시    신임 외상에   한 일 관계  큰 변화 없을 것   특파원  ,World
트위터 저격한   해리 왕자  메타와  동병상련  겪나,World
대만 TSMC  소니  반도체 동맹 ,World
미국  전국민 성인 대상 부스터샷 승인 임박,World
가즈프롬  유럽에 천연가스 공급 확대 EU 숨통 트일까,World
 통신One  넷플릭스  오징어게임  시카고에서도 열풍,World
    사교육 광고 엄단  사교육 규제 방침 재확인,World
 디폴트 위기 헝다   번째 달러채 디폴트 앞둔 헝다  자산매각으로 버틸 듯,World
팬데믹 이전으로 거의 돌아갔던 덴마크 일장춘몽이었다,World
동화가 현실로  호주서 발견된 정체불명  이상한 나라의 애벌레 ,World
TSMC  대만 남부에 반도체 공장 신설,World
      다 빠진       내연차 생산중단  서약 현대차도 불참,World
미  독일서 미사일사령부   년만에 재가동  극초음속 미사일 배치 ,World
문승욱  공감대 속 반도체 자료 제출      우려없도록 할 것 ,World
  마크롱  탄소 중립하려면 원자력 발전 재개해야 ,World
러  한국에 스푸트니크 백신 신속 승인 요청 요소수 공급 협의도,World
  싱크탱크  내년  월에    번째 항모 진수할듯     항모에 필적 ,World
황동혁 감독  오겜 시즌  구상중  선택의 여지없다 ,World
바이든 시진핑  내주 화상으로 첫 정상회의 개최 예정,World
중국   중전회 폐막앞두고  시진핑 사상  강조,World
기시다 독자 노선 강화에 뿔난 아베 파벌 정치 진두지휘,World
 장관  반도체 자료가 기업 기밀 강탈    비판 터무니없다 ,World
갑질 논란에 한발 물러선 베트남  외국인 비자정책 완화한다,World
하루 매출    조 예고  쌍십일  마윈 모습 드러낼까 ,World
현대차 엔진결함 내부고발자  미국서    억원대 포상금,World
 난민 방패 뒤에 푸틴 있다  폴란드 총리  벨라루스 배후 맹공,World
  부동산 연쇄 디폴트 위기 판타시아  주식 거래 재개 후     폭락,World
   머크 치료제  조억원 어치 추가 구입,World
 영상  흑인 혼혈 딸과 비행기 탔다가 인신매매범 몰린 백인 엄마,World
염색   시간 뒤 괴물로 변한 얼굴   대   경고  글로벌  ,World
깊이    m 동굴에 갇힌  탐험가     명 투입   시간만에 구조,World
 제 의 테슬라  리비안 공모가   달러 확정    기업가치   조원 ,World
 여기는 중국  쇼호스트로 내몰린   학원강사들 인터넷서 농산물 판매하는 이유,World
마크롱의 원전 유턴  신규 원자로 건설 다시 추진할 것 ,World
    월 소비자물가     수준 예상  더 높아질 위험 ,World
    러 겨냥    주둔 미사일사령부   년만에 재가동,World
단두대에 사라진  사치의 여왕  다이아몬드 팔찌 한 쌍   억원에 팔렸다,World
    독일주둔 미사일사령부   년만에 재가동 준비   냉전시대 회귀 ,World
 디폴트 곡예  넘는 헝다  자산매각으로 또 위기 모면할 듯,World
TSMC  대만 남부에 반도체  공장 건설      년 양산 돌입 ,World
에디슨이 만든 GE  결국  분할 항공 헬스 에너지 쪼갠다,World
암호화폐 보유 인정한 팀 쿡    애플이 투자하진 않을 것 ,World
미국  독일 주둔 미사일사령부   년 만에 재가동 러시아 군비증강 맞대응,World
  신형항모 내년 완공    기술수준   턱밑 추격,World
 제 의 테슬라  리비안 공모가   달러 기업가치   조원,World
모더나  개발 협력 정부 과학자  명 쏙 빼고 특허 출원,World
머스크   입방정 트윗   테슬라 시총    조 날아가,World
 기시다와 불화설  아베  파벌 정치 전면에 나선다,World
   개 기업 반도체 자료 제출 미국  자발적 협조 ,World
  정권 경제안보 직면   언론 요소수 사태 주목,World
미국인      팬데믹 이전 돌아가도 위험하지 않아  화이자  백신 매년 맞아야 ,World
화이자    성인 전체 부스터샷 사용 신청    효력  년 갈 듯 ,World
냉전시대 복귀 미  독일주둔 미사일사령부   년만에 재가동,World
  매체     핵 선제 불사용  선언 못하도록 일본 영국 프랑스 움직인다 ,World
 다이아만    개  마리 앙투아네트 팔찌   억에 팔렸다,World
TSMC 소니  반도체 동맹    구마모토에 공장 설립,World
알리바바 폭락 헝다 사태에도  채권 주식에    자금    조원 유입,World
헝다자동차     억원 주식 매각 계획  대금 개발 생산에 이용 ,World
유럽의 골칫거리 벨라루스  난민 공격 에 허 찔린 EU,World
애플은 아니라지만 팀쿡 CEO  암호화폐 개인적으로 투자 ,World
TSMC  일본에    조 투입 반도체 공장 건설   소니도     억 출자,World
윤보선 생가에 얽힌 진실  친일 안내문 설치는 당연하다  김종성의  히  스토리  ,World
